	Pt	T	Vf	Vm	Ach	Over	
	#	s	V vs. Ref.	V	V	bits	
	1210	1221.09	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1211	1222.1	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1212	1223.11	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1213	1224.12	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1214	1225.13	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1215	1226.13	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1216	1227.14	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1217	1228.15	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1218	1229.16	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1219	1230.17	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1220	1231.18	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1221	1232.18	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1222	1233.19	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1223	1234.2	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1224	1235.21	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1225	1236.22	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1226	1237.22	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1227	1238.23	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1228	1239.24	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1229	1240.25	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1230	1241.26	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1231	1242.27	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1232	1243.28	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1233	1244.28	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1234	1245.29	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1235	1246.3	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1236	1247.31	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1237	1248.32	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1238	1249.32	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1239	1250.33	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1240	1251.34	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1241	1252.35	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1242	1253.36	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1243	1254.37	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1244	1255.38	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1245	1256.38	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1246	1257.39	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1247	1258.4	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1248	1259.41	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1249	1260.42	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1250	1261.43	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1251	1262.43	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1252	1263.44	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1253	1264.45	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1254	1265.46	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1255	1266.47	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1256	1267.47	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1257	1268.48	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1258	1269.49	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1259	1270.5	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1260	1271.51	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1261	1272.52	-1.67E-01	-1.67E-01	0.00E+00	...........	
	1262	1273.53	-1.67E-01	-1.66E-01	0.00E+00	...........	
	1263	1274.53	-1.67E-01	-1.66E-01	0.00E+00	...........	
	1264	1275.54	-1.67E-01	-1.66E-01	0.00E+00	...........	
	1265	1276.55	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1266	1277.56	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1267	1278.57	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1268	1279.57	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1269	1280.58	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1270	1281.59	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1271	1282.6	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1272	1283.61	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1273	1284.62	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1274	1285.63	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1275	1286.63	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1276	1287.64	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1277	1288.65	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1278	1289.66	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1279	1290.67	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1280	1291.68	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1281	1292.68	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1282	1293.69	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1283	1294.7	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1284	1295.71	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1285	1296.72	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1286	1297.72	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1287	1298.73	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1288	1299.74	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1289	1300.75	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1290	1301.76	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1291	1302.77	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1292	1303.78	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1293	1304.78	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1294	1305.79	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1295	1306.8	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1296	1307.81	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1297	1308.82	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1298	1309.82	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1299	1310.83	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1300	1311.84	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1301	1312.85	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1302	1313.86	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1303	1314.87	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1304	1315.88	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1305	1316.88	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1306	1317.89	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1307	1318.9	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1308	1319.91	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1309	1320.92	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1310	1321.93	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1311	1322.93	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1312	1323.94	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1313	1324.95	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1314	1325.96	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1315	1326.97	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1316	1327.97	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1317	1328.98	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1318	1329.99	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1319	1331	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1320	1332.01	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1321	1333.02	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1322	1334.03	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1323	1335.03	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1324	1336.04	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1325	1337.05	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1326	1338.06	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1327	1339.07	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1328	1340.07	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1329	1341.08	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1330	1342.09	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1331	1343.1	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1332	1344.11	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1333	1345.12	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1334	1346.13	-1.66E-01	-1.66E-01	0.00E+00	...........	
	1335	1347.13	-1.66E-01	-1.65E-01	0.00E+00	...........	
	1336	1348.14	-1.66E-01	-1.65E-01	0.00E+00	...........	
	1337	1349.15	-1.66E-01	-1.65E-01	0.00E+00	...........	
	1338	1350.16	-1.66E-01	-1.65E-01	0.00E+00	...........	
	1339	1351.17	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1340	1352.18	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1341	1353.18	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1342	1354.19	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1343	1355.2	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1344	1356.21	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1345	1357.22	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1346	1358.22	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1347	1359.23	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1348	1360.24	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1349	1361.25	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1350	1362.26	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1351	1363.27	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1352	1364.28	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1353	1365.28	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1354	1366.29	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1355	1367.3	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1356	1368.31	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1357	1369.32	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1358	1370.32	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1359	1371.33	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1360	1372.34	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1361	1373.35	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1362	1374.36	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1363	1375.37	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1364	1376.38	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1365	1377.38	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1366	1378.39	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1367	1379.4	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1368	1380.41	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1369	1381.42	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1370	1382.43	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1371	1383.43	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1372	1384.44	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1373	1385.45	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1374	1386.46	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1375	1387.47	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1376	1388.47	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1377	1389.48	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1378	1390.49	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1379	1391.5	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1380	1392.51	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1381	1393.52	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1382	1394.53	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1383	1395.53	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1384	1396.54	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1385	1397.55	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1386	1398.56	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1387	1399.57	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1388	1400.57	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1389	1401.58	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1390	1402.59	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1391	1403.6	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1392	1404.61	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1393	1405.62	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1394	1406.63	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1395	1407.63	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1396	1408.64	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1397	1409.65	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1398	1410.66	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1399	1411.67	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1400	1412.68	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1401	1413.68	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1402	1414.69	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1403	1415.7	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1404	1416.71	-1.65E-01	-1.65E-01	0.00E+00	...........	
	1405	1417.72	-1.65E-01	-1.64E-01	0.00E+00	...........	
	1406	1418.72	-1.65E-01	-1.64E-01	0.00E+00	...........	
	1407	1419.73	-1.65E-01	-1.64E-01	0.00E+00	...........	
	1408	1420.74	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1409	1421.75	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1410	1422.76	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1411	1423.77	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1412	1424.78	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1413	1425.78	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1414	1426.79	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1415	1427.8	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1416	1428.81	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1417	1429.82	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1418	1430.82	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1419	1431.83	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1420	1432.84	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1421	1433.85	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1422	1434.86	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1423	1435.87	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1424	1436.88	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1425	1437.88	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1426	1438.89	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1427	1439.9	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1428	1440.91	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1429	1441.92	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1430	1442.93	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1431	1443.93	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1432	1444.94	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1433	1445.95	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1434	1446.96	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1435	1447.97	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1436	1448.97	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1437	1449.98	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1438	1450.99	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1439	1452	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1440	1453.01	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1441	1454.02	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1442	1455.03	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1443	1456.03	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1444	1457.04	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1445	1458.05	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1446	1459.06	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1447	1460.07	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1448	1461.07	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1449	1462.08	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1450	1463.09	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1451	1464.1	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1452	1465.11	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1453	1466.12	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1454	1467.13	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1455	1468.13	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1456	1469.14	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1457	1470.15	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1458	1471.16	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1459	1472.17	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1460	1473.18	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1461	1474.18	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1462	1475.19	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1463	1476.2	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1464	1477.21	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1465	1478.22	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1466	1479.22	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1467	1480.23	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1468	1481.24	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1469	1482.25	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1470	1483.26	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1471	1484.27	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1472	1485.28	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1473	1486.28	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1474	1487.29	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1475	1488.3	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1476	1489.31	-1.64E-01	-1.64E-01	0.00E+00	...........	
	1477	1490.32	-1.64E-01	-1.63E-01	0.00E+00	...........	
	1478	1491.32	-1.64E-01	-1.63E-01	0.00E+00	...........	
	1479	1492.33	-1.64E-01	-1.63E-01	0.00E+00	...........	
	1480	1493.34	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1481	1494.35	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1482	1495.36	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1483	1496.37	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1484	1497.38	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1485	1498.38	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1486	1499.39	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1487	1500.4	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1488	1501.41	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1489	1502.42	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1490	1503.43	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1491	1504.43	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1492	1505.44	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1493	1506.45	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1494	1507.46	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1495	1508.47	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1496	1509.47	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1497	1510.48	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1498	1511.49	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1499	1512.5	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1500	1513.51	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1501	1514.52	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1502	1515.53	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1503	1516.53	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1504	1517.54	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1505	1518.55	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1506	1519.56	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1507	1520.57	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1508	1521.57	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1509	1522.58	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1510	1523.59	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1511	1524.6	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1512	1525.61	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1513	1526.62	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1514	1527.63	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1515	1528.63	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1516	1529.64	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1517	1530.65	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1518	1531.66	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1519	1532.67	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1520	1533.68	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1521	1534.68	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1522	1535.69	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1523	1536.7	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1524	1537.71	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1525	1538.72	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1526	1539.72	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1527	1540.73	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1528	1541.74	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1529	1542.75	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1530	1543.76	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1531	1544.77	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1532	1545.78	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1533	1546.78	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1534	1547.79	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1535	1548.8	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1536	1549.81	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1537	1550.82	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1538	1551.82	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1539	1552.83	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1540	1553.84	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1541	1554.85	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1542	1555.86	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1543	1556.87	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1544	1557.88	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1545	1558.88	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1546	1559.89	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1547	1560.9	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1548	1561.91	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1549	1562.92	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1550	1563.92	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1551	1564.93	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1552	1565.94	-1.63E-01	-1.63E-01	0.00E+00	...........	
	1553	1566.95	-1.63E-01	-1.62E-01	0.00E+00	...........	
	1554	1567.96	-1.63E-01	-1.62E-01	0.00E+00	...........	
	1555	1568.97	-1.63E-01	-1.62E-01	0.00E+00	...........	
	1556	1569.97	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1557	1570.98	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1558	1571.99	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1559	1573	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1560	1574.01	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1561	1575.02	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1562	1576.03	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1563	1577.03	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1564	1578.04	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1565	1579.05	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1566	1580.06	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1567	1581.07	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1568	1582.07	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1569	1583.08	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1570	1584.09	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1571	1585.1	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1572	1586.11	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1573	1587.12	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1574	1588.13	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1575	1589.13	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1576	1590.14	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1577	1591.15	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1578	1592.16	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1579	1593.17	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1580	1594.17	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1581	1595.18	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1582	1596.19	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1583	1597.2	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1584	1598.21	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1585	1599.22	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1586	1600.22	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1587	1601.23	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1588	1602.24	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1589	1603.25	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1590	1604.26	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1591	1605.27	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1592	1606.28	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1593	1607.28	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1594	1608.29	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1595	1609.3	-1.62E-01	-1.62E-01	0.00E+00	...........	
	1596	1610.31	-1.62E-01	-1.62E-01	0.00E+00	...........	
